"","state","year","month","tavg","tmax","tmin","pcp"
"33481","TN",2009,10,56.2,66.3,46.2,6.8
"33482","TN",2009,11,50.5,62.6,38.5,2
"33483","TN",2009,12,37.9,46.6,29.2,5.8
"33484","TN",2009,2,42.3,54.1,30.5,2.6
"33485","TN",2009,3,50.3,61.2,39.5,4.5
"33486","TN",2009,4,57.2,69.5,44.9,4.3
"33487","TN",2009,5,66.4,76,56.8,8.3
"33488","TN",2009,6,75.6,86.8,64.4,3.6
"33489","TN",2009,7,73.7,83.8,63.6,6.9
"33490","TN",2009,8,74.9,85.2,64.5,3.3
"33491","TN",2009,9,70.6,79.5,61.7,7.1
"33492","TN",2010,1,32.8,41.6,24.1,5.3
"33493","TN",2010,10,59.2,74.9,43.6,2.7
"33494","TN",2010,11,49.8,62.3,37.3,5.6
"33495","TN",2010,12,32.7,41.3,24.2,2.8
"33496","TN",2010,2,33.7,41.7,25.7,3.1
"33497","TN",2010,3,47.2,57.5,36.9,3.8
"33498","TN",2010,4,60.9,75.1,46.7,3
"33499","TN",2010,5,69.1,80,58.1,9
"33500","TN",2010,6,78.4,89,67.7,3.3
"33501","TN",2010,7,79.8,90.5,69,4.3
"33502","TN",2010,8,79.8,90.9,68.8,4.3
"33503","TN",2010,9,71.6,85.3,58,2
"33504","TN",2011,1,33.9,42.9,25,3.1
"33505","TN",2011,10,56.8,69.9,43.7,2.5
"33506","TN",2011,11,51,61.8,40.2,7.5
"33507","TN",2011,12,42.8,52.7,32.9,6.2
"33508","TN",2011,2,43.1,53.9,32.3,4.2
"33509","TN",2011,3,50.6,60.8,40.2,6.9
"33510","TN",2011,4,61,73.4,48.6,9.8
"33511","TN",2011,5,65.7,76.7,54.7,5
"33512","TN",2011,6,76.5,87.7,65.2,5.6
"33513","TN",2011,7,80,90.2,69.8,3.1
"33514","TN",2011,8,77.8,90,65.6,1.5
"33515","TN",2011,9,68.1,79.2,57.1,6.5
"33516","TN",2012,1,42.4,53.1,31.7,4.8
"33517","TN",2012,10,56.7,67.8,45.6,4
"33518","TN",2012,11,45.8,59.2,32.3,1.7
"33519","TN",2012,12,45.6,54.8,36.3,5.9
"33520","TN",2012,2,44.5,54.8,34.2,2.9
"33521","TN",2012,3,59.8,72.2,47.5,4.8
"33522","TN",2012,4,60,72.8,47.3,2
"33523","TN",2012,5,70.4,82.3,58.6,3.2
"33524","TN",2012,6,73.6,86.8,60.5,2.1
"33525","TN",2012,7,80.5,91.4,69.5,5.7
"33526","TN",2012,8,75.6,87,64.2,3.5
"33527","TN",2012,9,69.1,80.4,57.8,5.8
"33528","TN",2013,1,41,49.7,32.2,8.6
"33529","TN",2013,10,59.5,70.4,48.6,1.8
"33530","TN",2013,11,44.8,56.2,33.3,3.7
"33531","TN",2013,12,40.4,49.8,31,6.7
"33532","TN",2013,2,40.8,50.7,30.8,3
"33533","TN",2013,3,42.7,52.6,32.8,4.9
"33534","TN",2013,4,56.8,68.7,44.8,7.8
"33535","TN",2013,5,65,76.2,53.9,5.6
"33536","TN",2013,6,74.2,84.5,63.9,5.8
"33537","TN",2013,7,74.8,84.2,65.4,6.9
"33538","TN",2013,8,74.7,84,65.4,4.2
"33539","TN",2013,9,70.7,81.8,59.5,3.7
"33540","TN",2014,1,30,41.6,18.5,2.7
"33541","TN",2014,10,60.2,71.8,48.5,7
"33542","TN",2014,11,42.4,53,31.8,3.2
"33543","TN",2014,12,42.8,50.3,35.4,4.5
"33544","TN",2014,2,38.3,48.4,28.2,5.1
"33545","TN",2014,3,45,57.4,32.6,3.9
"33546","TN",2014,4,58.6,71.9,45.2,5.8
"33547","TN",2014,5,67.3,78.9,55.7,2.9
"33548","TN",2014,6,74.8,84.4,65.1,6.8
"33549","TN",2014,7,73.4,84.1,62.7,4.1
"33550","TN",2014,8,75.9,86.6,65.2,5
"33551","TN",2014,9,70.7,81.2,60.1,2.2
"33552","TN",2015,1,36.1,45.8,26.3,2.8
"33553","TN",2015,10,59.7,71.3,48.1,3.9
"33554","TN",2015,11,53.5,63.6,43.4,6.3
"33555","TN",2015,12,51.3,60.9,41.6,7.9
"33556","TN",2015,2,31.4,41.4,21.3,4.5
"33557","TN",2015,3,48.9,60.2,37.7,5.4
"33558","TN",2015,4,60.1,71.8,48.3,5.9
"33559","TN",2015,5,68,79.8,56.2,3.6
"33560","TN",2015,6,75.9,86.4,65.4,4.7
"33561","TN",2015,7,78.2,87.6,68.9,6.4
"33562","TN",2015,8,74.2,85,63.4,4.5
"33563","TN",2005,8,78.8,89.6,68.2,5.7
"33564","TN",2005,9,72.6,85.2,60,2.6
"33565","TN",2006,1,45,55.7,34.3,6.3
"33566","TN",2006,10,56.1,68.3,44,3.6
"33567","TN",2006,11,48.4,60,36.7,3.9
"33568","TN",2006,12,43.3,55.1,31.5,3.3
"33569","TN",2006,2,38.5,48.7,28.4,2.9
"33570","TN",2006,3,49.6,61.4,37.9,3.1
"33571","TN",2006,4,63.2,75.8,50.6,5.4
"33572","TN",2006,5,65,76.2,53.9,4.1
"33573","TN",2006,6,73.2,85.1,61.2,3.3
"33574","TN",2006,7,78,89.4,66.7,3.6
"33575","TN",2006,8,79.2,89.8,68.4,4
"33576","TN",2006,9,67.2,78.3,56.1,4.6
"33577","TN",2007,1,40.2,49.5,30.9,4.1
"33578","TN",2007,10,63.2,75.4,51,4.7
"33579","TN",2007,11,48.2,60.4,36.1,3.5
"33580","TN",2007,12,44.5,54.4,34.6,4.4
"33581","TN",2007,2,35.9,46.4,25.5,2.1
"33582","TN",2007,3,56.4,69.6,43.1,2.2
"33583","TN",2007,4,55.2,67.7,42.8,3.7
"33584","TN",2007,5,68.7,82.5,54.9,1.8
"33585","TN",2007,6,75.2,88,62.3,2.8
"33586","TN",2007,7,76.2,87,65.4,3.6
"33587","TN",2007,8,82.6,95.9,69.3,1.3
"33588","TN",2007,9,73,85.4,60.6,3
"33589","TN",2008,1,36.4,46.4,26.3,3.4
"33590","TN",2008,10,57.9,70.9,44.9,3.2
"33591","TN",2008,11,45.2,56.8,33.6,2.6
"33592","TN",2018,4,52.8,64.8,40.8,5.7
"33593","TN",2016,10,64.6,78.5,50.7,0.7
"33594","TN",2016,11,52.7,66.5,39,3
"33595","TN",2016,12,40.9,50.5,31.3,6.8
"33596","TN",2016,2,42.5,51.3,33.6,5.7
"33597","TN",2016,3,53.9,65.7,42.1,5.1
"33598","TN",2016,4,59.5,72.4,46.7,3.2
"33599","TN",2016,5,65.3,76.4,54.1,3.8
"33600","TN",2016,6,76.5,88.1,64.8,3.9
"33601","TN",2016,7,79.8,90.2,69.3,4.8
"33602","TN",2016,8,79,88.7,69.3,5
"33603","TN",2016,9,74.1,86.9,61.4,1.8
"33604","TN",2015,9,70.9,82.5,59.3,2.7
"33605","TN",2016,1,34.8,44.7,24.9,2.7
"33606","TN",2017,11,49.9,61.3,38.5,2.7
"33607","TN",2017,12,39.6,49.1,30.2,4.6
"33608","TN",2017,2,48.9,60.3,37.5,2.3
"33609","TN",2017,3,51.2,62.9,39.4,5.8
"33610","TN",2017,4,63.2,75,51.4,6.5
"33611","TN",2017,5,66.6,77.9,55.4,5.9
"33612","TN",2017,6,72.9,83.6,62.2,4.3
"33613","TN",2017,7,78.1,88.3,67.9,5.3
"33614","TN",2017,8,74.6,84.7,64.5,4.9
"33615","TN",2017,9,69.1,80.3,57.8,4.3
"33616","TN",2018,1,32.9,42.9,22.9,2.5
"33617","TN",2017,1,45,53,37,4.2
"33618","TN",2017,10,60.7,73.4,48,4.9
"33619","TN",2018,3,48.3,58.4,38.2,5.6
"33620","TN",2018,2,48.5,58.1,38.9,10.6
"33621","TX",1950,3,54.4,70.2,38.6,0.3
"33622","TX",1950,4,47.2,62.5,31.8,0.2
"33623","TX",1950,2,69.8,84.4,55.3,0.5
"33624","TX",1950,7,55.6,69.9,41.2,0.5
"33625","TX",1950,8,64.4,77.3,51.4,2.6
"33626","TX",1950,5,51.3,63.2,39.4,1.4
"33627","TX",1950,6,53.3,66,40.6,2
"33628","TX",1951,10,79.9,91.9,68,3.1
"33629","TX",1951,11,84.6,97.2,71.9,1.4
"33630","TX",1950,9,73.4,85.6,61.2,3.8
"33631","TX",1951,1,77.1,90,64.1,3.3
"33632","TX",1950,12,80.3,93.4,67.2,2.1
"33633","TX",1953,6,49.2,62.2,36.1,1.2
"33634","TX",1953,7,61.3,73.7,49,1.6
"33635","TX",1953,8,64.2,78.1,50.4,2.2
"33636","TX",1953,9,72.8,85.6,60,3.1
"33637","TX",1954,1,79.4,93.4,65.5,0.9
"33638","TX",1954,10,80.8,93.1,68.5,1.7
"33639","TX",1954,11,85.1,98.4,71.8,1
"33640","TX",1954,12,84,96.6,71.3,1.4
"33641","TX",1954,2,68.1,80.5,55.7,2.7
"33642","TX",1954,3,54.8,69,40.6,1.1
"33643","TX",1954,4,49.7,63.8,35.6,0.7
"33644","TX",1951,12,84.9,98.4,71.3,1.1
"33645","TX",1951,2,68.2,81.4,55.1,1.2
"33646","TX",1951,3,51.8,64.5,39.1,0.8
"33647","TX",1951,4,49.4,62.9,36,0.7
"33648","TX",1951,5,45.4,60.1,30.8,0.9
"33649","TX",1951,6,49.3,63,35.5,1.3
"33650","TX",1951,7,56.1,69.8,42.5,1.8
"33651","TX",1951,8,63.7,77.8,49.7,1
"33652","TX",1951,9,72.8,85.4,60.2,3.3
"33653","TX",1952,1,75.6,89.4,61.8,1.8
"33654","TX",1952,10,81.7,93.8,69.5,1.1
"33655","TX",1952,11,82.1,94.3,69.8,2.1
"33656","TX",1952,12,85.6,99.1,72.2,0.5
"33657","TX",1952,2,62.8,79.4,46.1,0
"33658","TX",1952,3,52.7,64.3,41.2,3.2
"33659","TX",1952,4,45.7,57.6,33.8,2.1
"33660","TX",1952,5,52.8,65.5,40.1,0.7
"33661","TX",1952,6,52.4,65.9,38.9,1.5
"33662","TX",1952,7,54.3,67.4,41.2,1.4
"33663","TX",1952,8,62.5,75.3,49.6,3.3
"33664","TX",1952,9,71.6,84.9,58.3,3.4
"33665","TX",1953,1,76.3,91.4,61.3,1.3
"33666","TX",1953,10,85,98.4,71.6,1
"33667","TX",1953,11,83.7,95.7,71.8,2.1
"33668","TX",1953,12,81.7,93.7,69.7,3.3
"33669","TX",1953,2,66.8,79.3,54.2,3.4
"33670","TX",1953,3,53.6,66.2,40.9,1
"33671","TX",1953,4,43.8,55.6,31.9,1.6
"33672","TX",1953,5,51.2,65.8,36.5,0.5
"33673","TX",1957,1,74.2,87,61.5,3.4
"33674","TX",1957,10,78.6,89.6,67.6,3
"33675","TX",1957,11,84.4,97.4,71.5,0.9
"33676","TX",1957,12,82.9,95.7,70.1,1.2
"33677","TX",1957,2,62.7,73.5,51.9,4.6
"33678","TX",1957,3,51,61.1,41,3.7
"33679","TX",1957,4,50.1,63.4,36.8,0.9
"33680","TX",1957,5,46.8,58.1,35.4,0.9
"33681","TX",1957,6,55.9,66.1,45.7,2
"33682","TX",1957,7,55.2,66.9,43.5,2.8
"33683","TX",1957,8,62.7,73.9,51.5,6.1
"33684","TX",1954,5,47.9,60.8,35,0.9
"33685","TX",1954,6,55.3,70.7,39.9,0.2
"33686","TX",1954,7,55.3,68.5,42,0.3
"33687","TX",1954,8,69.1,81.3,56.9,2.8
"33688","TX",1954,9,69.8,81.5,58,3.7
"33689","TX",1955,1,77.5,89.3,65.7,2.9
"33690","TX",1955,10,78.3,91,65.5,2.4
"33691","TX",1955,11,82.1,93.8,70.5,2.4
"33692","TX",1955,12,81.6,93.8,69.4,2.5
"33693","TX",1955,2,66.3,80.8,51.7,1.2
"33694","TX",1955,3,54,67.9,40.2,0.6
"33695","TX",1955,4,48.2,61.7,34.7,0.6
"33696","TX",1955,5,45.6,56.6,34.5,1.4
"33697","TX",1955,6,48.3,61,35.6,1.7
"33698","TX",1955,7,57.8,71.8,43.9,0.7
"33699","TX",1955,8,68.3,81.7,55,1.4
"33700","TX",1955,9,74.6,87,62.2,3.6
"33701","TX",1956,1,77.8,92.6,63.1,0.5
"33702","TX",1956,10,82,95,69.1,1.1
"33703","TX",1956,11,84,97.2,70.8,1
"33704","TX",1956,12,83.3,96.9,69.6,1
"33705","TX",1956,2,69.4,83.3,55.4,1.6
"33706","TX",1956,3,52.2,66,38.4,1.1
"33707","TX",1956,4,50,63.4,36.6,1.4
"33708","TX",1956,5,46.1,59.4,32.8,1.1
"33709","TX",1956,6,49.2,61.6,36.8,1.5
"33710","TX",1956,7,57.2,72,42.5,0.4
"33711","TX",1956,8,64.3,77.6,50.9,1.3
"33712","TX",1956,9,76,88.9,63.1,2.5
"33713","TX",1980,4,49.3,61.4,37.2,1.1
"33714","TX",1980,5,46.9,58.3,35.6,1.6
"33715","TX",1980,6,48,61,34.9,1
"33716","TX",1980,7,55.2,69,41.3,1.5
"33717","TX",1980,8,62.5,77.1,47.9,1.4
"33718","TX",1980,9,72.2,83.8,60.5,4.5
"33719","TX",1981,1,75,87.1,62.8,2.3
"33720","TX",1981,10,79.3,90.2,68.4,5.2
"33721","TX",1981,11,82.5,93.8,71.1,2.3
"33722","TX",1981,12,80.4,92.1,68.6,3.2
"33723","TX",1981,2,66.2,76.8,55.5,5.8
"33724","TX",1981,3,57.5,71.3,43.8,1.1
"33725","TX",1981,4,48.8,62,35.5,0.4
"33726","TX",1981,5,45.9,57.7,34.1,1.1
"33727","TX",1981,6,49.8,62.4,37.2,1.1
"33728","TX",1981,7,55.4,66.8,44.1,2.2
"33729","TX",1981,8,68,79.3,56.7,2.6
"33730","TX",1981,9,70.9,82.7,59.1,4.3
"33731","TX",1982,1,77,90.2,63.7,1.2
"33732","TX",1982,10,78.2,89.8,66.6,3.6
"33733","TX",1982,11,82.7,94.5,70.9,1.7
"33734","TX",1982,12,83.2,95.6,70.8,1.2
"33735","TX",1982,2,65.6,78.5,52.6,1.8
"33736","TX",1982,3,54.7,65.8,43.6,3
"33737","TX",1982,4,47.5,58.4,36.6,2.7
"33738","TX",1982,5,46.1,60.2,32,0.9
"33739","TX",1982,6,46.4,58.5,34.4,1.6
"33740","TX",1982,7,58.9,70.9,46.9,1.1
"33741","TX",1982,8,64,76,52,2
"33742","TX",1982,9,71.5,82.4,60.6,5.3
"33743","TX",1983,1,76.7,89.3,64,2
"33744","TX",1983,10,76.7,88.7,64.7,2.8
"33745","TX",1983,11,82,93.7,70.3,1.9
"33746","TX",1983,12,82.8,95.1,70.5,2.1
"33747","TX",1983,2,67.5,79.3,55.6,3.4
"33748","TX",1983,3,57.5,69.9,45.1,1.9
"33749","TX",1983,4,38.4,49.8,26.9,1
"33750","TX",1983,5,44,55.3,32.8,1.5
"33751","TX",1983,6,48.5,59.9,37,2.3
"33752","TX",1983,7,55.1,67.4,42.8,2.3
"33753","TX",1983,8,60.7,74.1,47.2,0.5
"33754","TX",1983,9,70.7,83.7,57.8,3.6
"33755","TX",1984,1,73.7,85.9,61.5,2
"33756","TX",1984,10,79.9,91.5,68.4,2.4
"33757","TX",1984,11,81.8,94.3,69.2,1.6
"33758","TX",1984,12,81.7,94,69.3,1.9
"33759","TX",1984,2,65.6,75.4,55.7,5.9
"33760","TX",1984,3,54.5,66.1,42.9,2
"33761","TX",1984,4,52.8,63,42.6,2.9
"33762","TX",1984,5,41.7,53,30.4,1.4
"33763","TX",1984,6,50.4,65.1,35.7,1.2
"33764","TX",1984,7,57,70.4,43.6,1.5
"33765","TX",1984,8,64.4,79.1,49.8,0.5
"33766","TX",1984,9,73.9,87.2,60.6,2.2
"33767","TX",1985,1,76,87.9,64.1,3.9
"33768","TX",1985,10,78.3,90,66.5,3.6
"33769","TX",1985,11,81,93.3,68.7,2.1
"33770","TX",1985,12,83.4,96.6,70.2,1
"33771","TX",1985,2,66.4,76.5,56.2,4.5
"33772","TX",1985,3,57.6,68.9,46.3,2.4
"33773","TX",1985,4,44.1,57.4,30.7,0.9
"33774","TX",1985,5,40.3,52,28.6,1.4
"33775","TX",1985,6,45.7,56.7,34.7,1.9
"33776","TX",1985,7,59.4,70.2,48.6,2.6
"33777","TX",1985,8,66.6,79.1,54.2,2.3
"33778","TX",1985,9,73.6,86,61.2,2.6
"33779","TX",1986,1,77.2,87,67.4,3.8
"33780","TX",1986,10,78.4,88.8,68.1,4.9
"33781","TX",1986,11,82.8,95.1,70.5,1.2
"33782","TX",1986,12,81,92.6,69.3,2.9
"33783","TX",1986,2,64.5,74.9,54.1,5.3
"33784","TX",1986,3,53.8,64.5,43.1,2.9
"33785","TX",1986,4,45.9,55,36.8,3.3
"33786","TX",1986,5,48.9,63.4,34.3,0.4
"33787","TX",1986,6,53.2,66.2,40.2,1.5
"33788","TX",1986,7,59.7,74.2,45.3,0.5
"33789","TX",1986,8,68.5,80.9,56,1.7
"33790","TX",1986,9,72.3,84,60.6,4.4
"33791","TX",1987,1,74.4,86.6,62.1,2.8
"33792","TX",1987,10,77.3,87.9,66.6,5.2
"33793","TX",1987,11,80.6,91.8,69.5,2
"33794","TX",1987,12,82.2,94.2,70.3,2.4
"33795","TX",1987,2,65.6,79.5,51.7,0.7
"33796","TX",1987,3,55,68,42,2.4
"33797","TX",1987,4,47.5,59.7,35.3,2.6
"33798","TX",1987,5,45,57,33,1.1
"33799","TX",1987,6,50.6,61.1,40.1,3.1
"33800","TX",1987,7,53.2,66.2,40.2,1.3
"33801","TX",1987,8,62.2,77.2,47.1,0.9
"33802","TX",1987,9,72.1,83.2,61,5.4
"33803","TX",1988,1,75.6,88.2,63.1,3.5
"33804","TX",1988,10,78.3,90.9,65.8,2.4
"33805","TX",1988,11,81.1,92.4,69.8,3.3
"33806","TX",1957,9,70.8,81.2,60.5,5.6
"33807","TX",1958,1,76.3,85.9,66.6,5.8
"33808","TX",1958,10,81.3,93.5,69.1,2.6
"33809","TX",1958,11,83.3,95.3,71.3,2.5
"33810","TX",1958,12,82.9,95.8,69.9,2.1
"33811","TX",1958,2,63.9,73.5,54.3,3
"33812","TX",1958,3,55.3,67.8,42.8,1.2
"33813","TX",1958,4,44.7,57.7,31.7,0.8
"33814","TX",1958,5,43.6,55.2,32,2.8
"33815","TX",1958,6,45.3,55.6,35,2.2
"33816","TX",1958,7,49.3,59.5,39.1,1.8
"33817","TX",1958,8,62.6,74.6,50.8,2.5
"33818","TX",1958,9,72.6,84.9,60.3,2.8
"33819","TX",1959,1,77.5,90,64.9,1.8
"33820","TX",1959,10,79.6,91.4,67.9,4
"33821","TX",1959,11,80.4,91.9,68.9,3.7
"33822","TX",1959,12,81.7,93.6,69.8,2.3
"33823","TX",1959,2,64.9,77.5,52.4,4.5
"33824","TX",1959,3,49.1,62.7,35.5,1.1
"33825","TX",1959,4,48.4,60,36.8,2.6
"33826","TX",1959,5,43.1,56,30.2,0.4
"33827","TX",1959,6,48.4,59.6,37.3,2.1
"33828","TX",1959,7,54.5,69.3,39.7,0.5
"33829","TX",1959,8,62.5,75,50.1,2.6
"33830","TX",1959,9,74.3,86,62.6,3.5
"33831","TX",1960,1,76.2,89.4,63,1.9
"33832","TX",1960,10,81.2,94.3,68.1,3.6
"33833","TX",1960,11,81.7,93.4,70.1,3.9
"33834","TX",1960,12,81.2,92.4,69.9,3.3
"33835","TX",1960,2,68.1,79.8,56.3,5.2
"33836","TX",1960,3,56.1,68.2,44.1,1.5
"33837","TX",1960,4,42.9,52.6,33.3,3.8
"33838","TX",1960,5,44.1,54.6,33.6,1.9
"33839","TX",1960,6,43.7,56.1,31.3,1.8
"33840","TX",1960,7,50.6,62.8,38.4,1
"33841","TX",1960,8,66.6,79.9,53.2,1.5
"33842","TX",1960,9,71.5,85,58,1.5
"33843","TX",1961,1,75.1,86.6,63.5,3.3
"33844","TX",1961,10,77.6,89,66.2,5.5
"33845","TX",1961,11,79.6,90.8,68.5,3.8
"33846","TX",1961,12,79.4,92.1,66.7,1.5
"33847","TX",1961,2,65.7,79.1,52.3,1.5
"33848","TX",1961,3,51.3,62.1,40.5,2.7
"33849","TX",1961,4,46.6,58.2,35,1.3
"33850","TX",1961,5,41.4,53.4,29.5,2.4
"33851","TX",1961,6,49.6,62.4,36.8,2.1
"33852","TX",1961,7,57.9,71,44.7,1.6
"33853","TX",1961,8,63.7,78,49.4,0.8
"33854","TX",1961,9,73.4,86.6,60.3,1.6
"33855","TX",1962,1,76.5,87.8,65,4.3
"33856","TX",1962,10,78.4,90.2,66.6,4.3
"33857","TX",1962,11,82.9,95.1,70.6,2.1
"33858","TX",1962,12,83.8,97.7,69.7,1.1
"33859","TX",1962,2,69.4,81.4,57.3,2.2
"33860","TX",1962,3,54.9,67,42.7,1.8
"33861","TX",1962,4,46.8,58.1,35.5,1.6
"33862","TX",1962,5,40.1,53.6,26.6,0.9
"33863","TX",1962,6,55.7,70.5,40.8,0.7
"33864","TX",1962,7,53,66.5,39.5,0.8
"33865","TX",1962,8,64.6,77.2,52.1,2.6
"33866","TX",1962,9,75.6,88.8,62.5,1.1
"33867","TX",1963,1,77.1,89.4,64.9,2
"33868","TX",1963,10,80.1,92,68.1,2.8
"33869","TX",1963,11,83.8,96,71.5,1.6
"33870","TX",1963,12,83.2,96,70.3,1.6
"33871","TX",1963,2,70.3,84.5,56.1,0.8
"33872","TX",1963,3,56.7,69.6,43.8,2.4
"33873","TX",1963,4,40.7,52.2,29.3,1.2
"33874","TX",1963,5,39.2,53.3,25.2,0.5
"33875","TX",1963,6,47.7,62.5,32.8,1.1
"33876","TX",1963,7,59.2,73.4,45,0.5
"33877","TX",1963,8,70,82.9,57,1.8
"33878","TX",1963,9,74.4,86.7,62.2,2.9
"33879","TX",1964,1,75.8,86.4,65.1,4.8
"33880","TX",1964,10,79.5,91.8,67.2,1.8
"33881","TX",1964,11,84.2,97.2,71.2,1
"33882","TX",1964,12,83.4,95.7,71.2,2.5
"33883","TX",1964,2,63.9,77.8,50,0.9
"33884","TX",1964,3,57,69.2,44.8,2
"33885","TX",1964,4,47.3,59.7,34.9,1.2
"33886","TX",1964,5,44.6,58.5,30.7,1.5
"33887","TX",1964,6,43.8,56.3,31.4,1.5
"33888","TX",1964,7,55.2,69,41.3,1.7
"33889","TX",1964,8,67,79.9,54,1.6
"33890","TX",1964,9,74.4,86.5,62.3,2.3
"33891","TX",1965,1,76.8,88.8,64.6,3
"33892","TX",1965,10,78.8,89.9,67.6,2.7
"33893","TX",1965,11,83,95.7,70.4,0.8
"33894","TX",1965,12,80.9,93.4,68.4,2
"33895","TX",1965,2,64.3,77.5,51,1.9
"33896","TX",1965,3,60.7,72.7,48.6,1.5
"33897","TX",1965,4,50.6,61.5,39.7,2.4
"33898","TX",1965,5,49.2,62.1,36.2,1.4
"33899","TX",1965,6,46.2,58.4,34.1,2.8
"33900","TX",1965,7,49.5,61.7,37.2,1.1
"33901","TX",1965,8,68.2,80.8,55.6,1.2
"33902","TX",1965,9,72.9,83.2,62.5,5.2
"33903","TX",1966,1,74.4,85.4,63.4,3.4
"33904","TX",1966,10,78.1,89.7,66.5,2.3
"33905","TX",1966,11,84,95.9,72.1,1.3
"33906","TX",1966,12,79.5,90.4,68.7,4.9
"33907","TX",1966,2,63.5,77.3,49.6,1.4
"33908","TX",1966,3,58.6,72.3,44.9,0.3
"33909","TX",1966,4,45.5,59.4,31.6,0.8
"33910","TX",1966,5,40.3,51.2,29.5,1.6
"33911","TX",1966,6,44.8,56.9,32.6,1.8
"33912","TX",1966,7,56.7,69.8,43.6,0.7
"33913","TX",1966,8,64.8,77.4,52.2,4.7
"33914","TX",1966,9,71.6,82.8,60.3,3
"33915","TX",1967,1,72.3,83.2,61.5,5.6
"33916","TX",1967,10,80.3,92.2,68.4,1.9
"33917","TX",1967,11,81.6,93.4,69.7,2.6
"33918","TX",1967,12,79.6,92,67.1,2.1
"33919","TX",1967,2,64.9,78.9,50.8,2.2
"33920","TX",1967,3,55.3,67.1,43.5,1.4
"33921","TX",1967,4,45.3,56.5,34.1,1.8
"33922","TX",1967,5,46.5,60.8,32.2,0.5
"33923","TX",1967,6,48.2,62.1,34.2,0.8
"33924","TX",1967,7,62,76.2,47.8,1
"33925","TX",1967,8,70.6,82.4,58.8,2.1
"33926","TX",1967,9,71.9,85.5,58.3,2.9
"33927","TX",1968,1,73.1,85.6,60.5,3.3
"33928","TX",1968,10,78.4,89.8,66.9,3.9
"33929","TX",1968,11,79.7,90.7,68.8,3
"33930","TX",1968,12,80.8,92.6,69,2
"33931","TX",1968,2,67.4,80.8,54.1,1.4
"33932","TX",1968,3,52.9,65.2,40.5,3.1
"33933","TX",1968,4,46.4,59.8,33,1.2
"33934","TX",1968,5,44.5,53.9,35.1,3.6
"33935","TX",1968,6,45.1,56.7,33.6,1.6
"33936","TX",1968,7,53.6,64.7,42.5,2.2
"33937","TX",1968,8,63.7,75.3,52.1,2.7
"33938","TX",1968,9,71.7,83.2,60.2,4.4
"33939","TX",1969,1,75.6,87,64.2,3
"33940","TX",1969,10,79.1,91.4,66.8,1.8
"33941","TX",1969,11,85.1,97.8,72.4,1.3
"33942","TX",1969,12,83.1,95.8,70.5,2.6
"33943","TX",1969,2,64.4,75.6,53.3,4.1
"33944","TX",1969,3,53.4,66.5,40.3,1.8
"33945","TX",1969,4,49.1,61.4,36.7,2.2
"33946","TX",1969,5,48.9,61,36.7,0.7
"33947","TX",1969,6,49.6,61,38.1,2.2
"33948","TX",1969,7,49,60.5,37.5,2.4
"33949","TX",1969,8,65.8,78.1,53.4,3
"33950","TX",1969,9,71.3,83.3,59.2,4.1
"33951","TX",1970,1,75.7,86.5,65,4.7
"33952","TX",1970,10,77.8,89.8,65.7,1.7
"33953","TX",1970,11,81.9,94.2,69.6,1
"33954","TX",1970,12,82.3,95.1,69.5,1.8
"33955","TX",1970,2,62.3,74.5,50,2.7
"33956","TX",1970,3,52.6,67.3,38,0.4
"33957","TX",1970,4,53.2,66.4,39.9,0.4
"33958","TX",1970,5,41.8,53.6,29.9,0.8
"33959","TX",1970,6,49.5,61.9,37.2,2.1
"33960","TX",1970,7,51.7,63.6,39.9,2.5
"33961","TX",1970,8,65.3,77.7,52.8,1.8
"33962","TX",1970,9,70.7,83.6,57.8,3.3
"33963","TX",1971,1,74.4,85.1,63.8,4.7
"33964","TX",1971,10,80.3,92.2,68.3,2.2
"33965","TX",1971,11,82.2,94.4,70,2.5
"33966","TX",1971,12,77.1,87.4,66.8,5.1
"33967","TX",1971,2,66.8,77.7,55.9,3.9
"33968","TX",1971,3,55.9,68.2,43.6,1.3
"33969","TX",1971,4,50.6,61.1,40.2,2.8
"33970","TX",1971,5,48.8,63.2,34.4,0.1
"33971","TX",1971,6,49.7,64,35.5,1.1
"33972","TX",1971,7,56.8,72.3,41.2,0.2
"33973","TX",1971,8,64.2,77.9,50.6,1.4
"33974","TX",1971,9,72.3,85.4,59.2,2.2
"33975","TX",1972,1,77.2,88.4,66,3.6
"33976","TX",1972,10,79.1,91.2,67.1,2.9
"33977","TX",1972,11,80,91.4,68.7,2.4
"33978","TX",1972,12,79.4,90.9,67.9,3.4
"33979","TX",1972,2,66,77.9,54.1,3.2
"33980","TX",1972,3,48.8,59.7,37.8,2
"33981","TX",1972,4,44.1,56.9,31.3,0.8
"33982","TX",1972,5,47.1,60.6,33.6,1.4
"33983","TX",1972,6,50.6,65.1,36.1,0.5
"33984","TX",1972,7,61.1,75.5,46.8,0.8
"33985","TX",1972,8,68.8,82.8,54.7,1.4
"33986","TX",1972,9,71,82.9,59.1,4
"33987","TX",1973,1,75.1,85.8,64.2,5.1
"33988","TX",1973,10,77.4,89.2,65.6,4.9
"33989","TX",1973,11,80.8,92.1,69.6,3.8
"33990","TX",1973,12,79.7,92.1,67.3,1.8
"33991","TX",1973,2,67.5,79.8,55.2,4.6
"33992","TX",1973,3,59.9,72.6,47.2,1
"33993","TX",1973,4,47.9,63,32.7,0.9
