"","state","year","tavg","tmax","tmin","pcp"
"1","AL",1950,63.1,74.7,51.5,53
"2","AL",1951,63.8,76.1,51.4,52.9
"3","AL",1952,63.3,75.8,50.9,46.7
"4","AL",1953,63.8,76.1,51.4,59.4
"5","AL",1954,64.2,77.2,51.1,35.3
"6","AL",1955,63.4,75.7,51.2,48.1
"7","AL",1956,63.6,75.9,51.2,53.7
"8","AL",1957,64,75,52.9,58.8
"9","AL",1958,61.2,72.8,49.7,49.2
"10","AL",1959,63,74.4,51.4,56.1
"11","AL",1960,61.5,73.3,49.7,51
"12","AL",1961,61.9,73.7,50.1,69.8
"13","AL",1962,63,75.3,50.8,50.1
"14","AL",1963,61.7,74.2,49.3,48.8
"15","AL",1964,62.4,74.2,50.7,66.5
"16","AL",1965,63,74.8,51.2,48.7
"17","AL",1966,61.7,73.2,50.1,55.8
"18","AL",1967,61.9,73.9,49.9,55.8
"19","AL",1968,61,73.4,48.6,45.2
"20","AL",1969,61.4,73.3,49.4,52.5
"21","AL",1970,62.1,74,50.2,53.8
"22","AL",1971,62.7,74.4,50.9,60
"23","AL",1972,63,74.7,51.2,55.9
"24","AL",1973,63.1,74.5,51.6,67.1
"25","AL",1974,63.1,75,51.2,60.4
"26","AL",1975,62.8,74.1,51.6,74.7
"27","AL",1976,60.7,72.9,48.4,55.9
"28","AL",1977,62.5,74.4,50.6,57.8
"29","AL",1978,61.9,73.9,49.8,49.5
"30","AL",1979,61.4,72.7,50,67.9
"31","AL",1980,62.5,74.5,50.5,58.4
"32","AL",1981,62,74.3,49.6,45.8
"33","AL",1982,63.3,74.8,51.9,61.1
"34","AL",1983,61.2,72.5,49.9,70.3
"35","AL",1984,62.8,74.9,50.8,50.5
"36","AL",1985,62.8,74.1,51.5,51.3
"37","AL",1986,64.1,75.8,52.4,47.7
"38","AL",1987,63,75.1,51,48.1
"39","AL",1988,62.1,74.1,50,51.1
"40","AL",1989,62.2,73.3,51.1,65.1
"41","AL",1990,64.9,77.3,52.5,56.8
"42","AL",1991,64,74.9,53.1,63.2
"43","AL",1992,62.1,73.2,51,59.7
"44","AL",1993,62.3,73.8,50.9,50.2
"45","AL",1994,63.1,74.1,52,60.3
"46","AL",1995,63,74.6,51.5,59.5
"47","AL",1996,62.1,73.7,50.6,58.3
"48","AL",1997,62.4,73.5,51.2,62.9
"49","AL",1998,65.1,76.3,53.9,59.2
"50","AL",1999,64.1,76.4,51.9,49
"51","AL",2000,63.6,76,51.2,42.5
"52","AL",2001,63,74.6,51.4,59
"53","AL",2002,63.6,74.8,52.4,57.1
"54","AL",2003,62.7,73.8,51.6,63.7
"55","AL",2004,63.3,74.2,52.4,59.8
"56","AL",2005,63.4,74.9,51.9,57
"57","AL",2006,64.2,76.6,51.7,47.5
"58","AL",2007,64.4,76.8,52,37.8
"59","AL",2008,62.9,74.7,51.1,53
"60","AL",2009,62.9,73.8,52,73.7
"61","AL",2010,62.7,74.6,50.7,47.2
"62","AL",2011,63.8,76,51.7,50.7
"63","AL",2012,64.9,76.5,53.3,53.3
"64","AL",2013,62.6,73.3,51.9,64.7
"65","AL",2014,62,73.7,50.4,56
"66","AL",2015,64.6,75.4,53.8,61.3
"67","AL",2016,65.3,77.3,53.4,45
"68","AL",2017,65,76.2,53.9,63.3
"69","AK",1950,26.1,34.1,18.1,28.6
"70","AK",1951,25.2,32.9,17.4,35.2
"71","AK",1952,25.4,32.7,18.2,37.3
"72","AK",1953,26,33.8,18.4,34
"73","AK",1954,24.6,32.5,16.6,33.8
"74","AK",1955,23.3,30.7,15.8,38.3
"75","AK",1956,21.8,29.3,14.4,35.5
"76","AK",1957,28.2,35.7,20.7,31.6
"77","AK",1958,27,34.4,19.6,36.1
"78","AK",1959,24.6,32.4,16.9,35.2
"79","AK",1960,26.7,34.1,19.4,37.8
"80","AK",1961,23.7,31,16.4,41
"81","AK",1962,26.8,34.1,19.6,35.3
"82","AK",1963,26.6,33.8,19.4,39.9
"83","AK",1964,23.3,30.7,15.8,35.7
"84","AK",1965,24.7,31.8,17.6,38
"85","AK",1966,23.8,31.2,16.2,33.7
"86","AK",1967,27.1,34.5,19.7,39
"87","AK",1968,25.4,33.2,17.6,29.4
"88","AK",1969,27,34.6,19.4,29.4
"89","AK",1970,25.2,32.6,17.8,36.2
"90","AK",1971,22.3,29.9,14.6,36.2
"91","AK",1972,23.6,31.2,15.9,31.3
"92","AK",1973,24.6,32.1,17.1,31.7
"93","AK",1974,23.7,31.7,15.6,33.2
"94","AK",1975,23,30.8,15.3,33.2
"95","AK",1976,25.8,33.7,17.9,36.6
"96","AK",1977,27,34.7,19.3,35.1
"97","AK",1978,29.1,36.7,21.4,34.8
"98","AK",1979,27.6,35.2,20,37.2
"99","AK",1980,26.4,33.8,19.1,38.4
"100","AK",1981,29.2,36.5,21.9,40.2
"101","AK",1982,25.3,32.5,18,35
"102","AK",1983,26.9,34.1,19.6,31.9
"103","AK",1984,25.2,32.9,17.6,33
"104","AK",1985,26.3,33.8,18.8,39.7
"105","AK",1986,26.9,34.6,19.2,37.7
"106","AK",1987,27.5,35.1,20,39.3
"107","AK",1988,27.1,34.6,19.7,38.1
"108","AK",1989,26.8,34.3,19.2,37.5
"109","AK",1990,25.4,33.3,17.4,39
"110","AK",1991,27,34.6,19.3,38.7
"111","AK",1992,25,32.6,17.5,38.5
"112","AK",1993,29.9,37.4,22.4,39.2
"113","AK",1994,26.2,33.7,18.7,39.1
"114","AK",1995,27.8,35.1,20.4,31.2
"115","AK",1996,25.1,33.1,17.1,31.6
"116","AK",1997,28.1,36,20.3,35.8
"117","AK",1998,28.4,35.6,21.3,36.5
"118","AK",1999,24,31.8,16.3,40.2
"119","AK",2000,28.4,35.6,21.1,40
"120","AK",2001,27.3,34.8,19.9,37.5
"121","AK",2002,30.1,37.6,22.5,40.5
"122","AK",2003,29.1,36.7,21.5,39
"123","AK",2004,29.3,37.1,21.6,38.7
"124","AK",2005,29.2,36.8,21.5,40.3
"125","AK",2006,26.4,33.8,19,38.7
"126","AK",2007,28.1,35.7,20.5,34
"127","AK",2008,25.1,32.7,17.5,37
"128","AK",2009,26.8,34.6,18.9,35.2
"129","AK",2010,27.4,34.9,20,33.8
"130","AK",2011,27,34.6,19.3,38.7
"131","AK",2012,24.3,31.8,16.8,37.2
"132","AK",2013,27.8,35.5,20.1,40.8
"133","AK",2014,30.3,37.8,22.8,36.7
"134","AK",2015,30,37.4,22.7,40.1
"135","AK",2016,31.9,39.3,24.5,37
"136","AK",2017,29.3,36.8,21.7,38
"137","AZ",2003,61.9,76.2,47.6,10.5
"138","AZ",2004,60.4,74.2,46.6,13.5
"139","AZ",2005,61.1,75.1,47.2,13
"140","AZ",2006,61.1,75.7,46.6,9.7
"141","AZ",2007,61.6,75.9,47.3,10.9
"142","AZ",2008,60.6,74.9,46.3,12.3
"143","AZ",2009,61.1,75.5,46.6,7
"144","AZ",2010,60.4,74.2,46.5,13.9
"145","AZ",2011,60.3,74.7,45.9,9.6
"146","AZ",2012,62.1,76.8,47.4,9.5
"147","AZ",2013,60.4,74.6,46.3,12.1
